#,tweet,sector,Pricing,Appointments,Medical Staff,Customer Service,Emergency Services
3364,@MagrabiHospital فرع مغربي الي في  مستشفى الحياة في جازان معا كل الاحترام سئ لدرجه كبيرة  زحمه مايحترمون المواعيد الادارة  زفت,private,3,0,3,0,3
3365,"@MagrabiHospital فرع نظارات مغربي بطريق المدينة بجدة من اقدم الفروع واعرقها ، للاسف زرته مؤخرا فاصطدمت بمستوى الخدمة وعدم الاحترافية وعند مقابلتي لمدير الفرع يكلمني وعيونه على الكمبيوتر كأني أشحت منه !!  لا احترام لفرق السن ولا تقدير للعشرين سنة وانا عميل عندهم :(  حزين على هذا الانحدار في الخدمة",private,3,3,3,0,3
3366,"@MagrabiHospital فرعكم بمخرج١٤جدا سيء، ثلاث كونترات وساعة حتى يتحرك الرقم للاسف ٣بنات اللي ماسكين الزحمة بالاضافة أسعاركم للكاش مبالغ فيها..",private,0,3,3,0,3
3367,@MagrabiHospital فروعكم من فلوس المرضى والمحتاجين اسعاركم غاليه جدا جدا جدا,private,0,3,3,3,3
3368,@MagrabiHospital فعلاً أسعاركم مبالغ فيها جداً  وأعرف الكثير من الأصدقاء والزملاء عملوها بالأردن بربع أسعاركم وعند أمهر الأطباء وكلها عمليات ناجحة ولله الحمد ..,private,0,3,3,3,3
3369,@MagrabiHospital فعلا موظفين حجز الاسنان في فرع كيلو ٣ في جده يفتقدوا اقل شئ في التعامل. ياريت يبقي فيه تقييم. والله لو كنت لقيت ورقه جانب صندوق الشكاوي كنت كتبت شكوي,private,3,0,3,0,3
3370,@MagrabiHospital في الانتظار من الساعه 18:55 الي الان  فرع الملك فهد. نظام المواعيد و الحجز كارثي. احجز موعد من فتره والذهب قبل موعدي ٢٠ دقيقه بإنتظار أكثر من ساعه و نصف.,private,3,0,3,0,3
3371,@MagrabiHospital في مستشفيات مغربي للعيون انتظار لمدة ساعة للدخول علی الطبيب وعدم احترام للمواعيد موعد كل 15 دقيقة قمة الاستهتار,private,3,0,3,0,3
3372,@MagrabiHospital قبل خمس سنوات كان المغربي في القمة للاسف الان ماانصح به خاصة بعض موظفين الاستقبال,private,3,3,3,0,3
3373,@MagrabiHospital قدمتُ شكوى في مستشفاكم بالرياض؛ بسبب طريقة علاج سيئة للغاية قام بها طبيب الأسنان عندكم من شهر فبراير الماضي ولم أتلقى رداً,private,3,3,0,0,3
3374,@MagrabiHospital قرار التخفيض لم ياتى من فراع...اتى من اجل عزوف كثير من المرضى بسبب الكادر الطبى السئ والاداره اللتى لاتعى معنى ان طبيب يتطاول على مريض ويهين مرافق دون ان يتم معاقبة الطبيب...هذا حدث فى مغربى للعيون جده...,private,2,3,0,0,3
3375,"@MagrabiHospital كادر التمريض في مغربي عسير اعتقد لا يرقى لتطلعات ادارة مغربي ولا العملاء ، يتعاملون مع المراجعين بطريقة سيئة جدًا وغير حضارية حتى في الاستفسارات البديهية، البدائل متاحة بوفرة ارجو متابعة ذلك وخدمة المراجعين بشكل افضل.",private,3,3,0,0,3
3376,@MagrabiHospital كان الوالد له تجربه سيئه مع احد الاطباء فى هذا المستشفى....وقد تم ابلاغ الاداره بذلك ولم تتخذ اى اجراء ضد الطبيب...,private,3,3,0,0,3
3377,@MagrabiHospital كان عندي موعد عند طبيب عيون بالمدينةالمنورةالساعة 13:50 وحضرت قبل الموعد ب 15دقيقة. انهيت التسجيل وبدأت الانتظار من الساعه 13:45.الصالةمكدسةبالمنتظرين. وفي الساعه 15:00طلبت من السيدةخلف الكاونتر قسم العيون ان تسأل الطبيب عن دوري حيث عندي اجتماع ضروري الساعة 15:45,private,3,0,3,0,3
3378,@MagrabiHospital كانوا محل ثقة في السابق ولكن لكل جواد كبوه مركز لا يصارح مرضاه عندما يخطئ لا تثق به   من تجربة شخصية مع مغربي,private,3,3,0,0,3
3379,@MagrabiHospital كل عملياتهم فاشله عن تجربة,private,3,3,0,3,3
3380,"@MagrabiHospital كلامك صحيح لو الفرق معقول ولكن عندما يكون الفرق خمسة اضعاف شي غريب علماً ان الجهاز المستخدم واحد والاستشاري صاحب سمعة كبيرة، شكراً على الرد و على سعة الصدر و لكن لم أقتنع تماماً 🌹",private,0,3,1,0,3
3381,"@MagrabiHospital كن حريص على عينيك ولا تضعها بين أطباء مغربى وخاصة أطباء مغربى جده فهم سيؤون للغايه،والدى رحمه الله كانت له قصه سيئة معهم عبر تصرف طبيب سئ الخلق والمهنه...وتم رفع شكوى فى حينه ولم يتم عقاب الطبيب العقاب الذى يستحقه....",private,3,3,0,0,3
3382,@MagrabiHospital كيف احجز موعد وانتم ماتردون سويت عمليه وعندي ثلاث مواعيد مادقيتو علي الا موعدين زينو موظفين الاستقبال ويضبط شغلكم,private,3,0,3,0,3
3383,@MagrabiHospital لا انصح بالتعامل معهم عن تجربه سيئة,private,3,3,3,0,3
3384,"@MagrabiHospital لا ترسلون لي اي استفتاء عن مدى رضى العميل عن الخدمه، بإختصار خدمتكم سيئة سيئة سيئة. كل الكلام اللي موجود على جدران المستشفى من ناحية الخدمة والجودة وشهادلت ISO غير حقيقي، الله اعلم كيف حصلتوا عليها، فقط تلميع لمراكزكم بالكلام المجاني.",private,3,3,3,0,3
3385,@MagrabiHospital لا تصدقونهمً هذ المتحدث في تويتر بس ولا الأطباء اغلبهم بنظارات  لو ناجحه كان الطبيب سواها لنفسه سلب أموال الناس بلباطل  من تجربه اتكلم,private,0,3,0,3,3
3386,@MagrabiHospital لا توجد مصداقية في خدمة المواعيد اكثر من ثلاثة سنوات مراجعات مع الدكتور مصطفى صلاح ويتم الحضور على الموعد ف وفي كل مرة يتم الانتظار لمدة لا تقل عن ساعة قبل الدخول للعيادة  مافائدة خدمة المواعيد مع انعدام المصداقية  في كل موعد ينتابني  شعور بالاستياء الشديد من خدمات المستشفى,private,3,0,3,0,3
3387,@MagrabiHospital لا جودة ولا غيره  يجب تخفيض اسعاركم و هذا من منطلق الخدمة الاجتماعيه . ولا خارج السعودية ارخص بكثير منكم  اسعاركم مبالغ فيها و غير مبرره,private,0,3,3,3,3
3388,"@MagrabiHospital لا و الله محد قال لي ، كل مرة لازم أروح أسجل موعد  حق الأسبوع اللي بعده ، غيروا موظفين الاستقبال أخلاقهم ضيقة ☺️ .",private,3,0,3,0,3
3389,"@MagrabiHospital لا والله ومن تجربة سيئة ، ابدا هدفكم الوحيد هو الربحية ولانعمم على كل الاطباء",private,0,3,0,3,3
3390,@MagrabiHospital لا يوجد عيادة اسنان في المملكة عليها اكلام كلهم دجالين وهدفهم استنزاف ما تمتلك وحتى ان اعطيتهم ما يريدون لا يقدمون لك الخدمه الممتازه .....حتى انت لا تسوي نفسك خارج منها @Andalusiaclinic,private,0,3,0,0,3
3391,"@MagrabiHospital لاتغترون بعروض مغربى ،فقصة والدى المؤلمه معهم  كانت صادمه نفسيا ومعنويا،حيث أن احد الأطباء بمغربى جده أساء للمهنه وأساء للمريض وكذلك للمرافق..النصيحه تجنبوه حتى لا يذهب بصركم بسبب عروضهم الكاذبة...",private,0,3,0,0,3
3392,@MagrabiHospital لايوجد لديكم احترام لمواعيد المرضى  انتظار اكثر من ساعه ونص في عيادة النظر اطفال طريق الملك لدى الدكتور باسليمان !!!  وعند الاستفسار الرد بسبب الازدحام !!! ماهي فائدة المواعيد ؟,private,3,0,3,0,3
3393,@MagrabiHospital لدي تجربة سيئة مع احد فنيي احد الفروع زاد لي درجات ضعف النظارات و العدسات اللاصقة!فلم اتمكن من الرؤية الواضحة عند استخدامها,private,3,3,0,3,3
3394,@MagrabiHospital لدي موعد الساعه 12:30 والان الساعه 2:22 ولم ادخل على الدكتور اين احترام المواعيد,private,3,0,3,3,3
3395,"@MagrabiHospital لديكم مركز خدمة عملاء غير كفء بتاتا،حيث يتم الاتصال والاستفسار لتأكيد الحضور للموعد المحدد وممثلة الخدمة تحتاج للسؤال عن اسم المريض لأكثر من 4 مرات ليس لأن الصوت غير واضح! لأن تركيزها مش مع المريض، غير وضع الانتظار الطويل وتختمها بإفادتنا بموعد الحضور الخطأ مما خسرنا موعد مهم جدا",private,3,0,3,0,3
3396,@MagrabiHospital لقد ساءني ماحصل لي من سوء استقبال وخدمة من موظفة استقبال المرضى في مركز مغربي بمستشفى @Mouwasat_hosp  بالمدينة المنورة حيث لم توفق في التعامل معي من اول مرة احضر للعلاج بالمركز  كان اسلوبها غير جيد وغير لائق وهذا لايرضي بالتأكيد إدارة @MagrabiHospital,private,3,3,3,0,3
3397,@MagrabiHospital للأسف  تعامل فرع النظارات شارع المدينه الرياض ... سيء,private,3,3,3,0,3
3398,@MagrabiHospital للأسف أخي الكريم حضرت لمستشفى المغربي اليوم الاربعاء 6 سبتمبر ولا يوجد استشاريون فقط اخصائي عيون واحد لكل المراجعين الذين تجاوزوا الستين,private,3,0,0,3,3
3399,@MagrabiHospital للاسف اسعار فلكيه والاطباء والتمريض مستواهم دون المتوسط هذا غير مقاطعتهم لتوضيف السعوديين انا كنت من المراجعين لديكم لكن قاطعتكم لهذه الاسباب,private,0,3,0,0,3
3400,@MagrabiHospital للأسف اسم كبير بس القائمين على خدمة المرضى ليسو بذات الكفائه  ارجو التواصل معي من قبل الاداره لايايصال الشكوى,private,3,3,3,0,3
3401,@MagrabiHospital للاسف التواصل عندكم لحجز المواعيد سيء جدا .. صار لي اسبوع انتظر احد يرد علي بخصوص موعد وللان مافي رد والارقام لا تعمل,private,3,3,3,0,3
3402,@MagrabiHospital للاسف الخدمة المقدمة من موظفتكم في قسم الموافقات للشركات جدا سيئة,private,3,3,3,0,3
3403,@MagrabiHospital للأسف الشديد عند مراجعه فرعكم للاسنان طريق الملك عبدالعزيز  اليوم الان الاستقبال الدور الأول غير مباله للمراجع مماطله من قبل الموظفات وممكن الرجوع للكيمرات هناك وليست هذي المره الأولى التي تحصل منهم,private,3,3,3,0,3
3404,@MagrabiHospital للاسف اليوم كنت على موعد مع / طارق النجار ولكن التعامل بقلة احترام للمريض بداية بالحديث على الهاتف وعدام احترام احقية المريض ووقتة  وعند سوال الطبيب المحترم عن اجراء معين يقول لا تهاتي معي !!! خلاص قلت لك المعلومات! عفواً من حقي كمريض السوال والاستفسار ما هذا اين احقية المريض!!,private,3,0,0,0,3
3405,@MagrabiHospital للاسف تعامل الموضفين لديكم غير احترافي بعد ماتم زيارة المركز وعمل الفحوصات وتقرر اجراء عمليه الموضفه المنسقه قامت باعطائنا رقمها من اجل الاستفسارات قبل العمليه و تحديد وقت العمليه لكن لايوجد اي رد من قبلها سوا على الواتس او خلال الاتصال مع العلم اننا خارج الرياض,private,3,0,3,0,3
3406,@MagrabiHospital للاسف تعامل سيء من قبل إدارة مفربي راجعت الصيانة للتصليح النظارة على الضمان فكسروا لي العدسة بسبب اهمالهم ورفعت شكوى وللان اسبوع لا حياة لمن تنادي,private,3,3,3,0,3
3407,@MagrabiHospital للأسف تعامل طبي غير متوقع من مستشفيات المغربي عمل عمليه لابنتي وخرجت للغرفه الساعه 5 عصراولم يحضر أي طبيب لشرح حاله العملية,private,3,3,0,0,3
3408,@MagrabiHospital للاسف حجز المواعيد لا احد يرد,private,3,3,3,0,3
3409,"@MagrabiHospital للأسف زرت فرعكم الرئيسي في جدة طريق المدينة واهنئكم أنكم  والأسوأ ""بالنظام ودقة المواعيد"" موعدي كان الساعة ٣ وحضرت ٢:٣٠ لكن للأسف الاستقبال بأرقام ( المواعيد والي بدون مواعيد ) والساعة ٣:٣٠ غلقت من الاستقبال يعني ساعة كاملة !!! وبعدها ساعة انتظار بعد عند العيادة!",private,3,0,3,0,3
3410,@MagrabiHospital للاسف غير صحيح خداع واحتيال ع المرضى انا حجزت عرض اليوم الوطني 3500 ريال ولمن حضرت امس دفعت 700 تقريبا فحوصات وبعد الكشف طلبوني دفع 3950 ريال خلاف ماتم دفعه وان العرض انتهى وساتقدم بشكوى ان شاء الله,private,0,3,3,0,3
3411,"@MagrabiHospital للاسف فرع الدائري الشرقي بالرياض موعدي 11.30 وللان ساعه ولم يتم ادخالي ، فوضى منظمة للغاية ،  تجربة لن تتكرر،",private,3,0,3,0,3
3412,@MagrabiHospital للأسف كان عندي موعد اليوم بفرع الكائن بمخرج ١٤ بالرياض وانتظرت لمدة اكتر من ٤٥ دقيقه وف النهايه كان الكشف وكأنه لم يكن .برجاء احترام المرضى,private,3,0,0,0,3
3413,@MagrabiHospital للاسف لازلتم ترفضون الحديث عن الاسعار لإلزام المريض للحضور الى المشفى يااخي اجب ومو شرط بدقه,private,0,3,3,3,3
3414,"@MagrabiHospital للاسف مافي جوده في الخدمه، ولاتردون للواحد حقه ، سويت عندكم قياسات نظر وماطلعت مناسبه ورجعت لكم ومافيه فايده.",private,3,3,0,0,3
3415,@MagrabiHospital للاسف محد اتصل وهذا دليل انه اخر همكم رضاء العميل او مساعدة العميل اذا الادارة نو مهتمة لما تصلت ولا على بالهم يعني انو راح تهتمو؟؟ تمنى من @cchiksa محاسبة مثل هذة المستشفيات التي لا تقدم خدمة واهتمام بالعميل وسيتم تقديم شكوى لهم اليوم انشالله.  https://t.co/9tHonssNq0,private,3,3,3,0,3
3416,@MagrabiHospital للأسف مستوي سيّء جدا في التعامل و الكلام مع المرضي انا عمري ما شفت موظف في اي مكان يقول لمراجع احنا مش شغالين عند أهليكم,private,3,3,3,0,3
3417,@MagrabiHospital للأسف موظفة قسم المواعيد ماتحترم المراجعين قلة أدب وتكذب عيني عينك اما تشوفون لنا حل ولا بشوف شغلي في مكان ثاني,private,3,3,3,0,3
3418,@MagrabiHospital للاسف.. تأخير في التعامل مع المرضى لاكثر من ساعه..تعامل الممرضات غير مبالي وسيء جدا! تمنيت اني ماسويت العملية للوالد عندكم,private,3,3,0,0,3
3419,@MagrabiHospital للأسف.. حسبي الله ونعم الوكيل هذه اول تجربة لي سيئة جدا في هالمستشفى فرع الملك فهد مع الممرضات وموظفة مكتب الدخول الوحدة اسوأ من الثانية.. لكن الممرضات عند الدكتور عبد الله العسيري جدا سيئات وقليلات أدب.. تكلم الوالد وتكلمني كأنني عدوها.. لا حول ولا قوة الا بالله العلي العظيم,private,3,3,0,0,3
3420,@MagrabiHospital لم استلم نظارات طفلتي الا قبل قليل بعد تلاعب بمواعيد التسليم بتأخير ٢٢يوم مما اثر على توصية الطبيب لعلاج ابنتي وحسبي الله عليكم ونعم الوكيل  https://t.co/SujMGx1L40,private,3,0,3,0,3
3421,@MagrabiHospital لم يتم التواصل مع المريض فهل هذا يعني اطلاعكم علي الملف واكتشاف الخطاء الطبي ام ان هذا الحساب  ترويجي  ولايهتم لشكوى المرضى,private,3,3,0,0,3
3422,@MagrabiHospital لماذا لايوجد لديكم رسائل لتذكير المواعيد 3 مرات يضيع موعدي معكم  ارجو الاهتمام بهذا الشان  علما كل المراكز الصغيره يرسلون الا انتو,private,3,3,3,0,3
3423,@MagrabiHospital لو ببلاش ماحد جاكم أنتوا و الخدمة السيئة اللي تعلنون لها العمليات عندكم فاشلة و لازم مراجعينكم يرحون أكثر من مستشفى لإجراء العملية مجدداً أنتم سبب في معاناة بشرية  و كل تقاريركم في صالحكم ! يعني حتى ما يمدي المريض يرفع قضية عليكم ضامنين وضعكم من كل ناحية والحين تعلنون !!,private,0,3,0,0,3
3424,@MagrabiHospital لو سمحت اليوم رحت موعد في مستشفى المغربي بجازان للاسنان واتفاجا انهم مغيريين المكان ولا يستقبلون المرضى لان المكان مو جاهز ... طيب ليه مو مبلغين المراجعين ويرسلون رسايل انه موقف الشغل وانا من مكان بعيييييد جايه مع الاوضاع هذه نغامر لضروره,private,3,3,3,0,3
3425,@MagrabiHospital ليا كم يوم احاول اتواصل مع موظف المواعيد على الرقم الموحد محد يرد,private,3,3,3,0,3
3426,@MagrabiHospital ليش انتم مع احترامي لكم تبلكون الي يتكلم عن تجربة سلبية عندكم ؟؟ هاه ليش ولا موب واثقين من كادركم..؟  الحضر موب حل .. اذا بغى واحد يستقعد لكم بيفتح حساب ثاني ويجي يذكر تجربته الفاشلة عندكم  الحل أنكم تواجهون أخطائكم و تناقشونها مع المراجعين الي يشتكون ..,private,3,3,3,0,3
3427,@MagrabiHospital ليش سبعة آلاف ! بتركب عين جديده ماكل المرضى يستطيع دفع المبلغ راعوا فيها عمل انساني يستفيد منه كل الطبقات وشكراً لكم,private,0,3,3,3,3
3428,@MagrabiHospital ليش ماتردون على ارقام الهواتف كلها الموحد والثانيه لي اسبوع ادق احجز ولا لقيت رد مشغول او يحولني على الانتظار ومحد يرد كيف احجز,private,3,3,3,0,3
3429,"@MagrabiHospital ما أشعر بضيق أبدًا ،، الحمد لله ، لكن اقرب المقربين لي فقد بصره و السبب فرعكم بالمدينة المنورة ،، حسبي الله عليكم و نعم الوكيل ما دامت الدنيا على الطبيب المعالج و على المتعاقد معه ،،",private,3,3,0,3,3
3430,@MagrabiHospital ما يحتاج خاص ربنا موجود بس هذا الدكتور بلغوه يخاف الله في المرضى لما يجيه شخص ما يشوف الا بعين وحده شي بسيط والعين الثانيه مافي امل فيها  ويغامر عشان يكسب فلوس لو سابها كانت تشوف على الاقل الله المستعان .,private,0,3,0,3,3
3431,@MagrabiHospital ما يزعجني بالمغربي جدة كيلو ثلاث سوء ترتيب الاستقبال وبطئ المعاملات والسبب يعود الي الموظف او الموظفه,private,3,3,3,0,3
3432,@MagrabiHospital ما. انصح فيه لعدم توفر حفظ حقوق المريض,private,3,3,3,0,3
3433,@MagrabiHospital مااقول غير حسبي الله فيكم ياعيادات الاسنان الواحد مو قادر يسوي اسنانه والحكومي زي الزفت المواعيد ...يعني استحمل الالم بسبب الفلوس واكل تراب,private,0,0,3,3,3
3434,@MagrabiHospital ماعندكم سالفه يا مستشفيات مغربي بس تبون 700 ريال حق الكشف والفحوصات وعلاجكم قطره مرطبه وتلغون أي موعد جديد تعاملكم سيئ واعلاناتكم كلام فاضي,private,0,0,3,0,3
3435,@MagrabiHospital ماعندهم احد في استقبال اتصال حجز المواعيد ... نتصل بالساعات ما احد يرد ... وش هذي الخدمة معكم ؟,private,3,3,3,0,3
3436,@MagrabiHospital ماهذا يامغربي غريبه عليكم معامله سيئه في قسم الاستقبال بطريق المدينه بالدور الثالث غلطه من موظفه الاستقبال بجعل موعدي الساعه3.15 بدل من 12 ظهرا وانتظاري ساعتين وفي الاخير  الدكتور في العمليات وراح يكون الساعه خمسه بالعياده ورجعت للمنزل مع الاسف دون اي اعتذار,private,3,0,2,0,3
3437,@MagrabiHospital مجموعة الموظفات في الاستقبال يهتمون بالسناب والتويتر أكثر من اهتمامهم بخدمة العملاء,private,3,3,3,0,3
3438,@MagrabiHospital مر والدى بتجربة سيئه مع طبيب عيون فى جده سببت الم كبير لوالدى وكان التعامل من قبل الطبيب سئ جدا وخاصة بعد دفع الرسوم..نصيحه لستم ملزمين بها,private,0,3,0,0,3
3439,@MagrabiHospital مركز مغربي الرياض مخرج ١٤ ما يردون قسم المواعيد كلمت اكثر من مره,private,3,3,3,0,3
3440,"@MagrabiHospital مركز مغربي للعيون في مكة اليوم كانت زيارتي غير مرضية. تحتاجوا تعيدوا النظر في تأهيل موظفات الاستقبال لحسن الاستقبال، وتأهيل الممرضات لتنظيم أكثر واتكيت اكثر في التعامل مع الحالات. وأخيرا المكان كله ضوضاء مزعجة لا ارغب في تكرار التجربة في مكة",private,3,3,0,0,3
3441,@MagrabiHospital مستشفى المغربي فرع الاسنان شارع الامير سلطان لديهم الاستغلال والخدمه السيئه بالامس13/2/2020 راجعت هذا الفرع لطلب علاج ضرس لدي ومن الساعه 9.30 صباحا الى الثانيه عشر ظهرا خرجت دون مقابلة الطبيب للاسباب التاليه  دفعت اجرة الكشف لدى الطبيب,private,0,0,0,0,3
3442,@MagrabiHospital مستشفى جدا سيئ لا انصح التعامل معهم,private,3,3,3,0,3
3443,@MagrabiHospital مستشفى سيء جدا ... والله وتالله وبالله اني سويت عملية تكلفتها م يقارب 20 الف وفشلت .. وطلعت الرياض وسويت العملية عند الدكتور وليد الطويرقي ونجحت .. الله لا ييارك فيك والله يكشفكم للملأ .. همكم الاكبر مادي فقط.,private,0,3,0,3,3
3444,@MagrabiHospital مستشفى سيئ جداً تضرر بناس كثير اعرفهم منهم من فقد عينه بسببكم,private,3,3,0,3,3
3445,@MagrabiHospital مستشفى فاشل همه الاول كيف يكسب الفلوس اما المريض الله لا يرده نصيحه لا تتعاملون معهم سيئييين جدا,private,0,3,0,0,3
3446,"@MagrabiHospital مستشفى مغربى سئ جدا وخاصة مغربى جده،احد الأطباء أساء التصرف لفضيا وعمليا مع احد المرضى  ومرافقيه،وبسبب هذه الحادثه تم رفع شكوى لاادارة المستشفى ،ولم يتم استدعاء الأطراف وهذا دليل على تهميش اى شكوى صادره من احد،،فما بالك لو ذهبت إحدى عينيك بسبب استهتار وجهل أطباء مغربى...",private,3,3,0,0,3
3447,"@MagrabiHospital مستشفى مغربي عسير   دكاتره واستشاريين ممتازين لكن الاداره ومنسق العمليات فاشلين في التنظيم والمعامله    حيث ان والدتي لها عمليه تقررت الساعه التاسعه والنصف صباحاً وجلسنا في الانتظار حتى الساعه ١١،٤٠ :: ياريت يتواصل معي مسؤول من مجموعة المغربي اشرح له سوء المعامله والتعامل",private,3,0,1,0,3
3448,@MagrabiHospital مستشفى مغربي في جدة اسواء مستشفى في المواعيد ايتخفاف بالمراجعين واستغلال لحاجاهم انصح بعد زيارته,private,3,0,3,0,3
3449,@MagrabiHospital مستشفيات مغربي زمان يا فن اما الان تعتبر الاسواء داخل المملكة الأطباء متدنية مستوياتها والخدمة سيئة و غالية رغم قدمها و عراقتها لكن هتموا بالدخل على جودة الخدمة كان المغربي للعيون اما الان المغربي لتجارة والمقاولات لا نصح بهذة المؤسسة,private,0,3,0,0,3
3450,@MagrabiHospital مشرفه العيادات هي مشكله بنفسها لا تعطي وجه للمريض ولا تقدر تتصرف ولا تحل مشكله المرضى,private,3,3,0,0,3
3451,@MagrabiHospital مشكلة لما يكون عندكم نظام الرد الالي معطل والاتصال عن طريق الهاتف ولا يوجد رد كيف نقدر ناخذ موعد عندكم ؟؟ ولما نحضر المستشفى تقولو المواعيد عن طريق الهاتف الموحد ولا احد يجاوب ممكن تفيدنا الطريقة الصحيحة,private,3,3,3,0,3
3452,"@MagrabiHospital مع ابنتي على موعدها لدى طبيب عيون الاطفال ،لازلنا في الانتظار حتى الآن لاكثر من ساعة والدكتور غير متواجد  ولا أحد يعرف متى سيحضر ولا يرد على تلفونه...",private,3,0,0,0,3
3453,@MagrabiHospital مع الاسف مغربي فرع الخبر غير ثابت في المواعيد انا رحت اليوم موعدي الساعه ٧ الا الساعه ٨ انتظر بالاخير الدكتور دخل عمليه حابه تنتظرين او تدخلين دكتور ثاني !!!! طيب ليه الممرضه ماتنادي البيشنت اللي ع القائمه وتحطهم بالصوره وايش صار مع الدكتور وانا اقرر اذا انتظر او لا !!!,private,3,0,2,0,3
3454,"@MagrabiHospital مع الأسف ومن واقع تجربة، الأطباء وبإيعاز من الإدارة، يقومون بالتوصية بإجراء فحوصات مكلفة لا حاجة لها لكي يستنزف المريض وتربح المنشأة !!!!!!.",private,0,3,0,0,3
3455,@MagrabiHospital مع العلم ان مهمة الحجز عادة يقوم بها موظف الاستقبال او بالاتصال باحدي وسائل الاتصال . لذلك على من يرغب مراجعة هذا الفرع ان يكون متفرغ لأني امظيت في الانتظار مايارب 3 ساعات دون فائده والفائة الوحيده ان المستشفى تحصل على اجرة الكشف  والاشاعه,private,0,0,3,0,3
3456,@MagrabiHospital معامله سيئة جدا وياريت دكتورة دي فنية,private,3,3,0,0,3
3457,@MagrabiHospital معليش عندي تعليق بسيط ( الغريب مستشفى بسمعة المغربي تكون فيها المواعيد فاشله!!مو معقوله ياكدون لي الموعد بمسج بعدها نلقى &gt;,private,3,0,3,3,3
3458,@MagrabiHospital مغربي الخبر الموفقات سيئه جدا جدا بطأ في الاجرائات وفروا ادويه فكونا من الانتظار,private,3,0,3,0,3
3459,@MagrabiHospital مغربي الدمام اليوم جدا سيئ بالتنظيم   موظفات الاستقبال فيهم بطئ غير طبيعي علشان افتح ملف وانا عندي موعد استغرق الامر ٢٠ دقيقة  كل اللي نتمناه ١/ زيادة عدد الموظفين في الاستقبال ٢/ان يكون من لدية موعد له الاولوية بفتح الملف  مو معقوله اوقف طابور علشان مريض توه  يفتح ملف وانتظار,private,3,0,3,0,3
3460,@MagrabiHospital مغربي السلامة سنتر اسوأ موظفات استقبال مافي التزام بعملهم ولا يهتمو بتأكيد المواعيد او في خالة الغائها يخلو المريض يجي على الفاضي وبعدين بكل بساطة ماعندك موعد وتكون جاتك رساله بتأكيد الموعد . استهتار لي ابعد شي,private,3,0,3,0,3
3461,@MagrabiHospital مغربي جازان وين الدكتور وليد بركات كل يوم لابد من الانتظار لساعات  مابين شايب وثكلاى تنتظر الفرج,private,3,0,2,3,3
3462,"@MagrabiHospital مغربي جيزان سيء ، الخدمة فيه سيئة ، مدة الإنتظار فيه غير معقولة، التعامل مع المراجعين صفر من عشرة و قائمة طويلة من الإنتقاد و التقييم الذي للأسف ليس لصالح اسم و مركز مستشفيات المغربي",private,3,0,0,0,3
3463,@MagrabiHospital مغربي وما أدراك بمستشفى المغربي للأمانه أنصح عدم دخلوه هذا من تجربه,private,3,3,3,3,3
3464,"@MagrabiHospital ملاحظة/ انت كمراجع لما تدخل على "" الطبيب "" فأنت مجرد رقم 🤔 يعني حدك معاه بالكثير 5 دقايق وبعدها يحاول يصرفك عشان الرقم اللي وراك",private,3,3,0,0,3
3465,@MagrabiHospital ممرضة في وحدة الكتاراكت والجلوكوما مزعجة بصوتها أثناء الحديث ومزعجة عندما تتحدث مع عائلتها عبر الجوال وتسمع صوت الرجال والنساء والأطفال يسولفون ويتضاحكون بشكل مزعج. ممكن ان تنبهوها مع العلم ان هناك غرفه صغير بجنب الاستقبال في الوحده تقدر تدخلها وتسولف على كيفها.,private,3,3,0,3,3
3466,"@MagrabiHospital ممكن تردون عالخاص ، الاستقبال ما يرد من الظهر ادق عليهم وانتو هنا ما تردون !!",private,3,3,3,0,3
3467,"@MagrabiHospital ممكن يكون متابعة واهتمام بمركز الاحساء، لا يوجد احترام للمواعد ولا المرضى",private,3,0,3,0,3
3468,@MagrabiHospital من أسوأ مقدمي الخدمه فرع جازان  يا ريت تنشر دي كمان,private,3,3,3,0,3
3469,@MagrabiHospital من واقع تجربه تعامل موضفينكم في مستشفى مغربي عسير سيئ جدا,private,3,3,3,0,3
3470,@MagrabiHospital من واقع تجربه مع مستشفي المغرب لتصحيح النضر .غلطه عمري سويتها عندهم ارجو الانتباه دكاتره قاليلوا الخبره بالمنطقة الشرقيه انصح في الدكتور عادل الرشود,private,3,3,0,3,3
3471,@MagrabiHospital مو طبيعي كميه الاستهتار بالمراجعين و المرضى في المغربي جازان بالله عليكم هذا شئ يليق باسمكم !؟,private,3,3,0,0,3
3472,@MagrabiHospital مواعيد مستشفى المغربي بالمدينة المنورة سيئةجدا.عندنا موعد عندطبيب اطفال الساعه ١١:٣٠ص وحضرنا الساعه ١٠:٣٠ص لانها اجراءات التسجيل ودخلنا عند الطبيب الساعه ١م ( ساعه و ١/٢ بعد موعدنا) ولا يوجد كراسي للانتظار حيث كان اغلب المراجعين واقفين. حاولت اكلم المدير ولم اجده,private,3,0,3,0,3
3473,@MagrabiHospital موظفين الاستقبال  فرع المدينة غير ملتزمين بالنظام والا الارقام يمشو بالتعارف والنظامي يجلس مثل الكرسي  https://t.co/toioJqbOHu,private,3,3,3,0,3
